drug_a,drug_b,label
anticoagulant,mefenamic acid,effect
anticoagulant,methyldopa,effect
anticoagulant,methylphenidate,effect
anticoagulant,metronidazole,effect
anticoagulant,miconazole,effect
anticoagulant,monoamine oxidase inhibitors,effect
anticoagulant,nalidixic acid,effect
anticoagulant,naproxen,effect
anticoagulant,oxolinic acid,effect
anticoagulant,oxyphenbutazone,effect
anticoagulant,pentoxifylline,effect
anticoagulant,phenylbutazone,effect
anticoagulant,phenyramidol,effect
anticoagulant,phenytoin,effect
anticoagulant,prolonged narcotics,effect
anticoagulant,pyrazolones,effect
anticoagulant,quinidine,effect
anticoagulant,quinine,effect
anticoagulant,ranitidine,effect
anticoagulant,salicylates,effect
anticoagulant,sulfinpyrazone,effect
anticoagulant,sulfonamides,effect
anticoagulant,sulindac,effect
anticoagulant,thyroid drugs,effect
anticoagulant,tolbutamide,effect
anticoagulant,triclofos sodium,effect
anticoagulant,trimethoprim,effect
anticoagulant,sulfamethoxazole,effect
anticoagulant,warfarin sodium,effect
anticoagulants,hypoglycemic agents,mechanism
anticoagulants,tolbutamide,mechanism
anticoagulants,chlorpropamide,mechanism
anticoagulants,phenytoin,mechanism
anticoagulant,phenytoin,mechanism
antineoplastic agents,anticoagulants,effect
aspirin,anticoagulants,effect
non-steroidal anti-inflammatory drugs,anticoagulants,effect
dipyridamole,anticoagulants,effect
hydrochloroquine,anticoagulants,effect
clofibrate,anticoagulants,effect
dextran,anticoagulants,effect
antiplatelet,anticoagulant medication,advise
dexamethasone,albendazole,mechanism
praziquantel,albendazole sulfoxide,mechanism
Albendazole sulfoxide,cimetidine,mechanism
